Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
32,No,Travel_Rarely,824,Research & Development,5,2,Life Sciences,1,1555,4,Female,67,2,2.0,Research Scientist,2.0,Married,5878.0,15624.0,3.0,Y,No,12.0,3.0,1.0,80.0,1.0,12.0,2.0,3.0,7.0,1.0,2.0,5.0
36,No,Travel_Rarely,1157,Sales,2,4,Life Sciences,1,1556,3,Male,70,3,1.0,Sales Representative,4.0,Single,2644.0,17001.0,3.0,Y,Yes,21.0,4.0,4.0,80.0,0.0,7.0,3.0,2.0,3.0,2.0,1.0,2.0
48,No,Travel_Rarely,492,Sales,16,4,Life Sciences,1,1557,3,Female,96,3,2.0,Sales Executive,3.0,Divorced,6439.0,13693.0,8.0,Y,No,14.0,3.0,3.0,80.0,1.0,18.0,2.0,3.0,8.0,7.0,7.0,7.0
29,No,Travel_Rarely,598,Research & Development,9,3,Life Sciences,1,1558,3,Male,91,4,1.0,Research Scientist,3.0,Married,2451.0,22376.0,6.0,Y,No,18.0,3.0,1.0,80.0,2.0,5.0,2.0,2.0,1.0,0.0,0.0,0.0
33,No,Travel_Rarely,1242,Sales,8,4,Life Sciences,1,1560,1,Male,46,3,2.0,Sales Executive,1.0,Married,6392.0,10589.0,2.0,Y,No,13.0,3.0,4.0,80.0,1.0,8.0,6.0,1.0,2.0,2.0,2.0,2.0
30,Yes,Travel_Rarely,740,Sales,1,3,Life Sciences,1,1562,2,Male,64,2,2.0,Sales Executive,1.0,Married,9714.0,5323.0,1.0,Y,No,11.0,3.0,4.0,80.0,1.0,10.0,4.0,3.0,10.0,8.0,6.0,7.0
38,No,Travel_Frequently,888,Human Resources,10,4,Human Resources,1,1563,3,Male,71,3,2.0,Human Resources,3.0,Married,6077.0,14814.0,3.0,Y,No,11.0,3.0,3.0,80.0,0.0,10.0,2.0,3.0,6.0,3.0,1.0,2.0
35,No,Travel_Rarely,992,Research & Development,1,3,Medical,1,1564,4,Male,68,2,1.0,Laboratory Technician,1.0,Single,2450.0,21731.0,1.0,Y,No,19.0,3.0,2.0,80.0,0.0,3.0,3.0,3.0,3.0,0.0,1.0,2.0
30,No,Travel_Rarely,1288,Sales,29,4,Technical Degree,1,1568,3,Male,33,3,3.0,Sales Executive,2.0,Married,9250.0,17799.0,3.0,Y,No,12.0,3.0,2.0,80.0,1.0,9.0,3.0,3.0,4.0,2.0,1.0,3.0
35,Yes,Travel_Rarely,104,Research & Development,2,3,Life Sciences,1,1569,1,Female,69,3,1.0,Laboratory Technician,1.0,Divorced,2074.0,26619.0,1.0,Y,Yes,12.0,3.0,4.0,80.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0
53,Yes,Travel_Rarely,607,Research & Development,2,5,Technical Degree,1,1572,3,Female,78,2,3.0,Manufacturing Director,4.0,Married,10169.0,14618.0,0.0,Y,No,16.0,3.0,2.0,80.0,1.0,34.0,4.0,3.0,33.0,7.0,1.0,9.0
38,Yes,Travel_Rarely,903,Research & Development,2,3,Medical,1,1573,3,Male,81,3,2.0,Manufacturing Director,2.0,Married,4855.0,7653.0,4.0,Y,No,11.0,3.0,1.0,80.0,2.0,7.0,2.0,3.0,5.0,2.0,1.0,4.0
32,No,Non-Travel,1200,Research & Development,1,4,Technical Degree,1,1574,4,Male,62,3,2.0,Research Scientist,1.0,Married,4087.0,25174.0,4.0,Y,No,14.0,3.0,2.0,80.0,1.0,9.0,3.0,2.0,6.0,5.0,1.0,2.0
48,No,Travel_Rarely,1108,Research & Development,15,4,Other,1,1576,3,Female,65,3,1.0,Research Scientist,1.0,Married,2367.0,16530.0,8.0,Y,No,12.0,3.0,4.0,80.0,1.0,10.0,3.0,2.0,8.0,2.0,7.0,6.0
34,No,Travel_Rarely,479,Research & Development,7,4,Medical,1,1577,1,Male,35,3,1.0,Research Scientist,4.0,Single,2972.0,22061.0,1.0,Y,No,13.0,3.0,3.0,80.0,0.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0
55,No,Travel_Rarely,685,Sales,26,5,Marketing,1,1578,3,Male,60,2,5.0,Manager,4.0,Married,19586.0,23037.0,1.0,Y,No,21.0,4.0,3.0,80.0,1.0,36.0,3.0,3.0,36.0,6.0,2.0,13.0
34,No,Travel_Rarely,1351,Research & Development,1,4,Life Sciences,1,1580,2,Male,45,3,2.0,Research Scientist,4.0,Married,5484.0,13008.0,9.0,Y,No,17.0,3.0,2.0,80.0,1.0,9.0,3.0,2.0,2.0,2.0,2.0,1.0
26,No,Travel_Rarely,474,Research & Development,3,3,Life Sciences,1,1581,1,Female,89,3,1.0,Research Scientist,4.0,Married,2061.0,11133.0,1.0,Y,No,21.0,4.0,1.0,80.0,0.0,1.0,5.0,3.0,1.0,0.0,0.0,0.0
38,No,Travel_Rarely,1245,Sales,14,3,Life Sciences,1,1582,3,Male,80,3,2.0,Sales Executive,2.0,Married,9924.0,12355.0,0.0,Y,No,11.0,3.0,4.0,80.0,1.0,10.0,3.0,3.0,9.0,8.0,7.0,7.0
38,No,Travel_Rarely,437,Sales,16,3,Life Sciences,1,1583,2,Female,90,3,2.0,Sales Executive,2.0,Single,4198.0,16379.0,2.0,Y,No,12.0,3.0,2.0,80.0,0.0,8.0,5.0,4.0,3.0,2.0,1.0,2.0
36,No,Travel_Rarely,884,Sales,1,4,Life Sciences,1,1585,2,Female,73,3,2.0,Sales Executive,3.0,Single,6815.0,21447.0,6.0,Y,No,13.0,3.0,1.0,80.0,0.0,15.0,5.0,3.0,1.0,0.0,0.0,0.0
29,No,Travel_Rarely,1370,Research & Development,3,1,Medical,1,1586,2,Male,87,3,1.0,Laboratory Technician,1.0,Single,4723.0,16213.0,1.0,Y,Yes,18.0,3.0,4.0,80.0,0.0,10.0,3.0,3.0,10.0,9.0,1.0,5.0
35,No,Travel_Rarely,670,Research & Development,10,4,Medical,1,1587,1,Female,51,3,2.0,Healthcare Representative,3.0,Single,6142.0,4223.0,3.0,Y,Yes,16.0,3.0,3.0,80.0,0.0,10.0,4.0,3.0,5.0,2.0,0.0,4.0
39,No,Travel_Rarely,1462,Sales,6,3,Medical,1,1588,4,Male,38,4,3.0,Sales Executive,3.0,Married,8237.0,4658.0,2.0,Y,No,11.0,3.0,1.0,80.0,1.0,11.0,3.0,3.0,7.0,6.0,7.0,6.0
29,No,Travel_Frequently,995,Research & Development,2,1,Life Sciences,1,1590,1,Male,87,3,2.0,Healthcare Representative,4.0,Divorced,8853.0,24483.0,1.0,Y,No,19.0,3.0,4.0,80.0,1.0,6.0,0.0,4.0,6.0,4.0,1.0,3.0
50,No,Travel_Rarely,264,Sales,9,3,Marketing,1,1591,3,Male,59,3,5.0,Manager,3.0,Married,19331.0,19519.0,4.0,Y,Yes,16.0,3.0,3.0,80.0,1.0,27.0,2.0,3.0,1.0,0.0,0.0,0.0
23,No,Travel_Rarely,977,Research & Development,10,3,Technical Degree,1,1592,4,Male,45,4,1.0,Research Scientist,3.0,Married,2073.0,12826.0,2.0,Y,No,16.0,3.0,4.0,80.0,1.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0
36,No,Travel_Frequently,1302,Research & Development,6,4,Life Sciences,1,1594,1,Male,80,4,2.0,Laboratory Technician,1.0,Married,5562.0,19711.0,3.0,Y,Yes,13.0,3.0,4.0,80.0,1.0,9.0,3.0,3.0,3.0,2.0,0.0,2.0
42,No,Travel_Rarely,1059,Research & Development,9,2,Other,1,1595,4,Male,93,2,5.0,Manager,4.0,Single,19613.0,26362.0,8.0,Y,No,22.0,4.0,4.0,80.0,0.0,24.0,2.0,3.0,1.0,0.0,0.0,1.0
35,No,Travel_Rarely,750,Research & Development,28,3,Life Sciences,1,1596,2,Male,46,4,2.0,Laboratory Technician,3.0,Married,3407.0,25348.0,1.0,Y,No,17.0,3.0,4.0,80.0,2.0,10.0,3.0,2.0,10.0,9.0,6.0,8.0
34,No,Travel_Frequently,653,Research & Development,10,4,Technical Degree,1,1597,4,Male,92,2,2.0,Healthcare Representative,3.0,Married,5063.0,15332.0,1.0,Y,No,14.0,3.0,2.0,80.0,1.0,8.0,3.0,2.0,8.0,2.0,7.0,7.0
40,No,Travel_Rarely,118,Sales,14,2,Life Sciences,1,1598,4,Female,84,3,2.0,Sales Executive,1.0,Married,4639.0,11262.0,1.0,Y,No,15.0,3.0,3.0,80.0,1.0,5.0,2.0,3.0,5.0,4.0,1.0,2.0
43,No,Travel_Rarely,990,Research & Development,27,3,Technical Degree,1,1599,4,Male,87,4,1.0,Laboratory Technician,2.0,Divorced,4876.0,5855.0,5.0,Y,No,12.0,3.0,3.0,80.0,1.0,8.0,0.0,3.0,6.0,4.0,0.0,2.0
35,No,Travel_Rarely,1349,Research & Development,7,2,Life Sciences,1,1601,3,Male,63,2,1.0,Laboratory Technician,4.0,Married,2690.0,7713.0,1.0,Y,No,18.0,3.0,4.0,80.0,1.0,1.0,5.0,2.0,1.0,0.0,0.0,1.0
46,No,Travel_Rarely,563,Sales,1,4,Life Sciences,1,1602,4,Male,56,4,4.0,Manager,1.0,Single,17567.0,3156.0,1.0,Y,No,15.0,3.0,2.0,80.0,0.0,27.0,5.0,1.0,26.0,0.0,0.0,12.0
28,Yes,Travel_Rarely,329,Research & Development,24,3,Medical,1,1604,3,Male,51,3,1.0,Laboratory Technician,2.0,Married,2408.0,7324.0,1.0,Y,Yes,17.0,3.0,3.0,80.0,3.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0
22,No,Non-Travel,457,Research & Development,26,2,Other,1,1605,2,Female,85,2,1.0,Research Scientist,3.0,Married,2814.0,10293.0,1.0,Y,Yes,14.0,3.0,2.0,80.0,0.0,4.0,2.0,2.0,4.0,2.0,1.0,3.0
50,No,Travel_Frequently,1234,Research & Development,20,5,Medical,1,1606,2,Male,41,3,4.0,Healthcare Representative,3.0,Married,11245.0,20689.0,2.0,Y,Yes,15.0,3.0,3.0,80.0,1.0,32.0,3.0,3.0,30.0,8.0,12.0,13.0
32,No,Travel_Rarely,634,Research & Development,5,4,Other,1,1607,2,Female,35,4,1.0,Research Scientist,4.0,Married,3312.0,18783.0,3.0,Y,No,17.0,3.0,4.0,80.0,2.0,6.0,3.0,3.0,3.0,2.0,0.0,2.0
44,No,Travel_Rarely,1313,Research & Development,7,3,Medical,1,1608,2,Female,31,3,5.0,Research Director,4.0,Divorced,19049.0,3549.0,0.0,Y,Yes,14.0,3.0,4.0,80.0,1.0,23.0,4.0,2.0,22.0,7.0,1.0,10.0
30,No,Travel_Rarely,241,Research & Development,7,3,Medical,1,1609,2,Male,48,2,1.0,Research Scientist,2.0,Married,2141.0,5348.0,1.0,Y,No,12.0,3.0,2.0,80.0,1.0,6.0,3.0,2.0,6.0,4.0,1.0,1.0
45,No,Travel_Rarely,1015,Research & Development,5,5,Medical,1,1611,3,Female,50,1,2.0,Laboratory Technician,1.0,Single,5769.0,23447.0,1.0,Y,Yes,14.0,3.0,1.0,80.0,0.0,10.0,3.0,3.0,10.0,7.0,1.0,4.0
45,No,Non-Travel,336,Sales,26,3,Marketing,1,1612,1,Male,52,2,2.0,Sales Executive,1.0,Married,4385.0,24162.0,1.0,Y,No,15.0,3.0,1.0,80.0,1.0,10.0,2.0,3.0,10.0,7.0,4.0,5.0
31,No,Travel_Frequently,715,Sales,2,4,Other,1,1613,4,Male,54,3,2.0,Sales Executive,1.0,Single,5332.0,21602.0,7.0,Y,No,13.0,3.0,4.0,80.0,0.0,10.0,3.0,3.0,5.0,2.0,0.0,3.0
36,No,Travel_Rarely,559,Research & Development,12,4,Life Sciences,1,1614,3,Female,76,3,2.0,Manufacturing Director,3.0,Married,4663.0,12421.0,9.0,Y,Yes,12.0,3.0,2.0,80.0,2.0,7.0,2.0,3.0,3.0,2.0,1.0,1.0
34,No,Travel_Frequently,426,Research & Development,10,4,Life Sciences,1,1615,3,Male,42,4,2.0,Manufacturing Director,4.0,Divorced,4724.0,17000.0,1.0,Y,No,13.0,3.0,1.0,80.0,1.0,9.0,3.0,3.0,9.0,7.0,7.0,2.0
49,No,Travel_Rarely,722,Research & Development,25,4,Life Sciences,1,1617,3,Female,84,3,1.0,Laboratory Technician,1.0,Married,3211.0,22102.0,1.0,Y,No,14.0,3.0,4.0,80.0,1.0,10.0,3.0,2.0,9.0,6.0,1.0,4.0
39,No,Travel_Rarely,1387,Research & Development,10,5,Medical,1,1618,2,Male,76,3,2.0,Manufacturing Director,1.0,Married,5377.0,3835.0,2.0,Y,No,13.0,3.0,4.0,80.0,3.0,10.0,3.0,3.0,7.0,7.0,7.0,7.0
27,No,Travel_Rarely,1302,Research & Development,19,3,Other,1,1619,4,Male,67,2,1.0,Laboratory Technician,1.0,Divorced,4066.0,16290.0,1.0,Y,No,11.0,3.0,1.0,80.0,2.0,7.0,3.0,3.0,7.0,7.0,0.0,7.0
35,No,Travel_Rarely,819,Research & Development,18,5,Life Sciences,1,1621,2,Male,48,4,2.0,Research Scientist,1.0,Married,5208.0,26312.0,1.0,Y,No,11.0,3.0,4.0,80.0,0.0,16.0,2.0,3.0,16.0,15.0,1.0,10.0
28,No,Travel_Rarely,580,Research & Development,27,3,Medical,1,1622,2,Female,39,1,2.0,Manufacturing Director,1.0,Divorced,4877.0,20460.0,0.0,Y,No,21.0,4.0,2.0,80.0,1.0,6.0,5.0,2.0,5.0,3.0,0.0,0.0
21,No,Travel_Rarely,546,Research & Development,5,1,Medical,1,1623,3,Male,97,3,1.0,Research Scientist,4.0,Single,3117.0,26009.0,1.0,Y,No,18.0,3.0,3.0,80.0,0.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0
18,Yes,Travel_Frequently,544,Sales,3,2,Medical,1,1624,2,Female,70,3,1.0,Sales Representative,4.0,Single,1569.0,18420.0,1.0,Y,Yes,12.0,3.0,3.0,80.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0
47,No,Travel_Rarely,1176,Human Resources,26,4,Life Sciences,1,1625,4,Female,98,3,5.0,Manager,3.0,Married,19658.0,5220.0,3.0,Y,No,11.0,3.0,3.0,80.0,1.0,27.0,2.0,3.0,5.0,2.0,1.0,0.0
39,No,Travel_Rarely,170,Research & Development,3,2,Medical,1,1627,3,Male,76,2,2.0,Laboratory Technician,3.0,Divorced,3069.0,10302.0,0.0,Y,No,15.0,3.0,4.0,80.0,1.0,11.0,3.0,3.0,10.0,8.0,0.0,7.0
40,No,Travel_Rarely,884,Research & Development,15,3,Life Sciences,1,1628,1,Female,80,2,3.0,Manufacturing Director,3.0,Married,10435.0,25800.0,1.0,Y,No,13.0,3.0,4.0,80.0,2.0,18.0,2.0,3.0,18.0,15.0,14.0,12.0
35,No,Non-Travel,208,Research & Development,8,4,Life Sciences,1,1630,3,Female,52,3,2.0,Healthcare Representative,3.0,Married,4148.0,12250.0,1.0,Y,No,12.0,3.0,4.0,80.0,1.0,15.0,5.0,3.0,14.0,11.0,2.0,9.0
37,No,Travel_Rarely,671,Research & Development,19,3,Life Sciences,1,1631,3,Male,85,3,2.0,Manufacturing Director,3.0,Married,5768.0,26493.0,3.0,Y,No,17.0,3.0,1.0,80.0,3.0,9.0,2.0,2.0,4.0,3.0,0.0,2.0
39,No,Travel_Frequently,711,Research & Development,4,3,Medical,1,1633,1,Female,81,3,2.0,Manufacturing Director,3.0,Single,5042.0,3140.0,0.0,Y,No,13.0,3.0,4.0,80.0,0.0,10.0,2.0,1.0,9.0,2.0,3.0,8.0
45,No,Travel_Rarely,1329,Research & Development,2,2,Other,1,1635,4,Female,59,2,2.0,Manufacturing Director,4.0,Divorced,5770.0,5388.0,1.0,Y,No,19.0,3.0,1.0,80.0,2.0,10.0,3.0,3.0,10.0,7.0,3.0,9.0
38,No,Travel_Rarely,397,Research & Development,2,2,Medical,1,1638,4,Female,54,2,3.0,Manufacturing Director,3.0,Married,7756.0,14199.0,3.0,Y,Yes,19.0,3.0,4.0,80.0,1.0,10.0,6.0,4.0,5.0,4.0,0.0,2.0
35,Yes,Travel_Rarely,737,Sales,10,3,Medical,1,1639,4,Male,55,2,3.0,Sales Executive,1.0,Married,10306.0,21530.0,9.0,Y,No,17.0,3.0,3.0,80.0,0.0,15.0,3.0,3.0,13.0,12.0,6.0,0.0
37,No,Travel_Rarely,1470,Research & Development,10,3,Medical,1,1640,2,Female,71,3,1.0,Research Scientist,2.0,Married,3936.0,9953.0,1.0,Y,No,11.0,3.0,1.0,80.0,1.0,8.0,2.0,1.0,8.0,4.0,7.0,7.0
40,No,Travel_Rarely,448,Research & Development,16,3,Life Sciences,1,1641,3,Female,84,3,3.0,Manufacturing Director,4.0,Single,7945.0,19948.0,6.0,Y,Yes,15.0,3.0,4.0,80.0,0.0,18.0,2.0,2.0,4.0,2.0,3.0,3.0
44,No,Travel_Frequently,602,Human Resources,1,5,Human Resources,1,1642,1,Male,37,3,2.0,Human Resources,4.0,Married,5743.0,10503.0,4.0,Y,Yes,11.0,3.0,3.0,80.0,0.0,14.0,3.0,3.0,10.0,7.0,0.0,2.0
48,No,Travel_Frequently,365,Research & Development,4,5,Medical,1,1644,3,Male,89,2,4.0,Manager,4.0,Married,15202.0,5602.0,2.0,Y,No,25.0,4.0,2.0,80.0,1.0,23.0,3.0,3.0,2.0,2.0,2.0,2.0
35,Yes,Travel_Rarely,763,Sales,15,2,Medical,1,1645,1,Male,59,1,2.0,Sales Executive,4.0,Divorced,5440.0,22098.0,6.0,Y,Yes,14.0,3.0,4.0,80.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0
24,No,Travel_Frequently,567,Research & Development,2,1,Technical Degree,1,1646,1,Female,32,3,1.0,Research Scientist,4.0,Single,3760.0,17218.0,1.0,Y,Yes,13.0,3.0,3.0,80.0,0.0,6.0,2.0,3.0,6.0,3.0,1.0,3.0
27,No,Travel_Rarely,486,Research & Development,8,3,Medical,1,1647,2,Female,86,4,1.0,Research Scientist,3.0,Married,3517.0,22490.0,7.0,Y,No,17.0,3.0,1.0,80.0,0.0,5.0,0.0,3.0,3.0,2.0,0.0,2.0
27,No,Travel_Frequently,591,Research & Development,2,3,Medical,1,1648,4,Male,87,3,1.0,Research Scientist,4.0,Single,2580.0,6297.0,2.0,Y,No,13.0,3.0,3.0,80.0,0.0,6.0,0.0,2.0,4.0,2.0,1.0,2.0
40,Yes,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,1,1649,1,Male,73,3,1.0,Laboratory Technician,1.0,Single,2166.0,3339.0,3.0,Y,Yes,14.0,3.0,2.0,80.0,0.0,10.0,3.0,1.0,4.0,2.0,0.0,3.0
29,No,Travel_Rarely,469,Sales,10,3,Medical,1,1650,3,Male,42,2,2.0,Sales Executive,3.0,Single,5869.0,23413.0,9.0,Y,No,11.0,3.0,3.0,80.0,0.0,8.0,2.0,3.0,5.0,2.0,1.0,4.0
36,No,Travel_Rarely,711,Research & Development,5,4,Life Sciences,1,1651,2,Female,42,3,3.0,Healthcare Representative,1.0,Married,8008.0,22792.0,4.0,Y,No,12.0,3.0,3.0,80.0,2.0,9.0,6.0,3.0,3.0,2.0,0.0,2.0
25,No,Travel_Frequently,772,Research & Development,2,1,Life Sciences,1,1653,4,Male,77,4,2.0,Manufacturing Director,3.0,Divorced,5206.0,4973.0,1.0,Y,No,17.0,3.0,3.0,80.0,2.0,7.0,6.0,3.0,7.0,7.0,0.0,7.0
39,No,Travel_Rarely,492,Research & Development,12,3,Medical,1,1654,4,Male,66,3,2.0,Manufacturing Director,2.0,Married,5295.0,7693.0,4.0,Y,No,21.0,4.0,3.0,80.0,0.0,7.0,3.0,3.0,5.0,4.0,1.0,0.0
49,No,Travel_Rarely,301,Research & Development,22,4,Other,1,1655,1,Female,72,3,4.0,Research Director,2.0,Married,16413.0,3498.0,3.0,Y,No,16.0,3.0,2.0,80.0,2.0,27.0,2.0,3.0,4.0,2.0,1.0,2.0
50,No,Travel_Rarely,813,Research & Development,17,5,Life Sciences,1,1656,4,Female,50,2,3.0,Research Director,1.0,Divorced,13269.0,21981.0,5.0,Y,No,15.0,3.0,3.0,80.0,3.0,19.0,3.0,3.0,14.0,11.0,1.0,11.0
20,No,Travel_Rarely,1141,Sales,2,3,Medical,1,1657,3,Female,31,3,1.0,Sales Representative,3.0,Single,2783.0,13251.0,1.0,Y,No,19.0,3.0,1.0,80.0,0.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0
34,No,Travel_Rarely,1130,Research & Development,3,3,Life Sciences,1,1658,4,Female,66,3,2.0,Research Scientist,2.0,Divorced,5433.0,19332.0,1.0,Y,No,12.0,3.0,3.0,80.0,1.0,11.0,2.0,3.0,11.0,8.0,7.0,9.0
36,No,Travel_Rarely,311,Research & Development,7,3,Life Sciences,1,1659,1,Male,77,3,1.0,Laboratory Technician,2.0,Single,2013.0,10950.0,2.0,Y,No,11.0,3.0,3.0,80.0,0.0,15.0,4.0,3.0,4.0,3.0,1.0,3.0
49,No,Travel_Rarely,465,Research & Development,6,1,Life Sciences,1,1661,3,Female,41,2,4.0,Healthcare Representative,3.0,Married,13966.0,11652.0,2.0,Y,Yes,19.0,3.0,2.0,80.0,1.0,30.0,3.0,3.0,15.0,11.0,2.0,12.0
36,No,Non-Travel,894,Research & Development,1,4,Medical,1,1662,4,Female,33,2,2.0,Manufacturing Director,3.0,Married,4374.0,15411.0,0.0,Y,No,15.0,3.0,3.0,80.0,0.0,4.0,6.0,3.0,3.0,2.0,1.0,2.0
36,No,Travel_Rarely,1040,Research & Development,3,2,Life Sciences,1,1664,4,Male,79,4,2.0,Healthcare Representative,1.0,Divorced,6842.0,26308.0,6.0,Y,No,20.0,4.0,1.0,80.0,1.0,13.0,3.0,3.0,5.0,4.0,0.0,4.0
54,No,Travel_Rarely,584,Research & Development,22,5,Medical,1,1665,2,Female,91,3,4.0,Manager,3.0,Married,17426.0,18685.0,3.0,Y,No,25.0,4.0,3.0,80.0,1.0,36.0,6.0,3.0,10.0,8.0,4.0,7.0
43,No,Travel_Rarely,1291,Research & Development,15,2,Life Sciences,1,1666,3,Male,65,2,4.0,Research Director,3.0,Married,17603.0,3525.0,1.0,Y,No,24.0,4.0,1.0,80.0,1.0,14.0,3.0,3.0,14.0,10.0,6.0,11.0
35,Yes,Travel_Frequently,880,Sales,12,4,Other,1,1667,4,Male,36,3,2.0,Sales Executive,4.0,Single,4581.0,10414.0,3.0,Y,Yes,24.0,4.0,1.0,80.0,0.0,13.0,2.0,4.0,11.0,9.0,6.0,7.0
38,No,Travel_Frequently,1189,Research & Development,1,3,Life Sciences,1,1668,4,Male,90,3,2.0,Research Scientist,4.0,Married,4735.0,9867.0,7.0,Y,No,15.0,3.0,4.0,80.0,2.0,19.0,4.0,4.0,13.0,11.0,2.0,9.0
29,No,Travel_Rarely,991,Sales,5,3,Medical,1,1669,1,Male,43,2,2.0,Sales Executive,2.0,Divorced,4187.0,3356.0,1.0,Y,Yes,13.0,3.0,2.0,80.0,1.0,10.0,3.0,2.0,10.0,0.0,0.0,9.0
33,No,Travel_Rarely,392,Sales,2,4,Medical,1,1670,4,Male,93,3,2.0,Sales Executive,4.0,Divorced,5505.0,3921.0,1.0,Y,No,14.0,3.0,3.0,80.0,2.0,6.0,5.0,3.0,6.0,2.0,0.0,4.0
32,No,Travel_Rarely,977,Research & Development,2,3,Medical,1,1671,4,Male,45,3,2.0,Research Scientist,2.0,Divorced,5470.0,25518.0,0.0,Y,No,13.0,3.0,3.0,80.0,2.0,10.0,4.0,2.0,9.0,5.0,1.0,6.0
31,No,Travel_Rarely,1112,Sales,5,4,Life Sciences,1,1673,1,Female,67,3,2.0,Sales Executive,4.0,Married,5476.0,22589.0,1.0,Y,No,11.0,3.0,1.0,80.0,2.0,10.0,2.0,3.0,10.0,0.0,0.0,2.0
49,No,Travel_Rarely,464,Research & Development,16,3,Medical,1,1674,4,Female,74,3,1.0,Laboratory Technician,1.0,Divorced,2587.0,24941.0,4.0,Y,Yes,16.0,3.0,2.0,80.0,1.0,17.0,2.0,2.0,2.0,2.0,2.0,2.0
38,No,Travel_Frequently,148,Research & Development,2,3,Medical,1,1675,4,Female,42,2,1.0,Laboratory Technician,2.0,Single,2440.0,23826.0,1.0,Y,No,22.0,4.0,2.0,80.0,0.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0
47,No,Travel_Rarely,1225,Sales,2,4,Life Sciences,1,1676,2,Female,47,4,4.0,Manager,2.0,Divorced,15972.0,21086.0,6.0,Y,No,14.0,3.0,3.0,80.0,3.0,29.0,2.0,3.0,3.0,2.0,1.0,2.0
49,No,Travel_Rarely,809,Research & Development,1,3,Life Sciences,1,1677,3,Male,36,3,4.0,Manager,3.0,Single,15379.0,22384.0,4.0,Y,No,14.0,3.0,1.0,80.0,0.0,23.0,2.0,3.0,8.0,7.0,0.0,0.0
41,No,Travel_Rarely,1206,Sales,23,2,Life Sciences,1,1678,4,Male,80,3,3.0,Sales Executive,3.0,Single,7082.0,11591.0,3.0,Y,Yes,16.0,3.0,4.0,80.0,0.0,21.0,2.0,3.0,2.0,0.0,0.0,2.0
20,No,Travel_Rarely,727,Sales,9,1,Life Sciences,1,1680,4,Male,54,3,1.0,Sales Representative,1.0,Single,2728.0,21082.0,1.0,Y,No,11.0,3.0,1.0,80.0,0.0,2.0,3.0,3.0,2.0,2.0,0.0,2.0
33,No,Non-Travel,530,Sales,16,3,Life Sciences,1,1681,3,Female,36,3,2.0,Sales Executive,4.0,Divorced,5368.0,16130.0,1.0,Y,Yes,25.0,4.0,3.0,80.0,1.0,7.0,2.0,3.0,6.0,5.0,1.0,2.0
36,No,Travel_Rarely,1351,Research & Development,26,4,Life Sciences,1,1682,1,Male,80,3,2.0,Healthcare Representative,3.0,Married,5347.0,7419.0,6.0,Y,No,14.0,3.0,2.0,80.0,2.0,10.0,2.0,2.0,3.0,2.0,0.0,2.0
44,No,Travel_Rarely,528,Human Resources,1,3,Life Sciences,1,1683,3,Female,44,3,1.0,Human Resources,4.0,Divorced,3195.0,4167.0,4.0,Y,Yes,18.0,3.0,1.0,80.0,3.0,8.0,2.0,3.0,2.0,2.0,2.0,2.0
23,Yes,Travel_Rarely,1320,Research & Development,8,1,Medical,1,1684,4,Male,93,2,1.0,Laboratory Technician,3.0,Single,3989.0,20586.0,1.0,Y,Yes,11.0,3.0,1.0,80.0,0.0,5.0,2.0,3.0,5.0,4.0,1.0,2.0
38,No,Travel_Rarely,1495,Research & Development,4,2,Medical,1,1687,4,Female,87,3,1.0,Laboratory Technician,3.0,Married,3306.0,26176.0,7.0,Y,No,19.0,3.0,4.0,80.0,1.0,7.0,5.0,2.0,0.0,0.0,0.0,0.0
53,No,Travel_Rarely,1395,Research & Development,24,4,Medical,1,1689,2,Male,48,4,3.0,Healthcare Representative,4.0,Married,7005.0,3458.0,3.0,Y,No,15.0,3.0,3.0,80.0,0.0,11.0,2.0,3.0,4.0,3.0,1.0,2.0
48,Yes,Travel_Frequently,708,Sales,7,2,Medical,1,1691,4,Female,95,3,1.0,Sales Representative,3.0,Married,2655.0,11740.0,2.0,Y,Yes,11.0,3.0,3.0,80.0,2.0,19.0,3.0,3.0,9.0,7.0,7.0,7.0
